n,margin,real_mean,virtual_mean,bias_real_minus_virtual,ci90_low,ci90_high,p_tost,equivalent,metric,cluster_bootstrap_ci90_low,cluster_bootstrap_ci90_high,cluster_bootstrap_equivalent,robust_verdict
656,1.0,1.1497070343408116,2.108148453806167,-0.9584414194653562,-1.1487058664781933,-0.768176972452519,0.35956134462775047,False,nocturnal_lbgi,-1.7834497290045115,-0.23791490417519187,False,Not equivalent
656,2.0,8.466535374953933,0.9214898264302138,7.54504554852372,7.237870273968084,7.852220823079356,1.0,False,nocturnal_hbgi,6.685983638673931,8.389689523737792,False,Not equivalent
656,1.0,1.352333032154703,1.722808660689477,-0.3704756285347741,-0.6141171541966923,-0.12683410287285596,1.1925090168452002e-05,True,dawn_lbgi,-1.6351853773869358,0.7316122536675522,False,Not robust
656,2.0,7.44351178349221,2.128977468852599,5.314534314639611,5.015636327567953,5.61343230171127,1.0,False,dawn_hbgi,4.475739149144835,6.116250176213085,False,Not equivalent
