metric,bt_mae,bt_median_ae,bt_rmse,bt_loa_lo,bt_loa_hi,bt_q05_diff,bt_q25_diff,bt_q50_diff,bt_q75_diff,bt_q95_diff
mean_glucose_mgdl,8.278544280720133,6.7378758615510606,10.696853345260442,-22.67084967467588,18.47512544942832,-16.987772429272393,-9.324096258070995,-2.2597511100457552,4.40448965119478,14.983348019693125
cv_percent,2.679362372393898,2.251202996168594,3.438324088187369,-5.431428112537767,7.457491151834666,-4.296776313028532,-1.1702660875307558,0.953465037164289,3.16066398530765,5.907838412427014
tir_percent,2.840884252943511,2.1614191888415064,3.809335258700458,-8.37002347379285,5.34222731211437,-7.01899594554014,-3.607820727177778,-1.2156267964194782,0.69466475054071,3.4322603378454404
gmi_percent,0.1980227791948256,0.16116999060830128,0.2558687320186299,-0.5422867242182471,0.4419250007503257,-0.4063475165081945,-0.22303238249305846,-0.05405324655229471,0.10535539245657821,0.3584016846310605
tbr_percent,2.765536274751484,2.0887759842689833,3.7921795985882674,-5.473214244905905,8.317110669458906,-4.7482724305780595,0.0,1.2395577178552248,3.311200734449991,6.839285706357549
tar_percent,2.7029153990878854,2.0849056603773555,3.704364355616943,-7.171419968070853,7.355319705196336,-5.654585835835834,-2.1073410526227088,-0.1436922382044301,2.0331499274146125,5.660332491582497
lbgi,0.6122920626836851,0.43801253768349235,0.9008268971268416,-1.491566346547967,1.9339509934442938,-1.1273477121028375,-0.02477139190358013,0.2698668597737535,0.665530795149232,1.3097225153898984
hbgi,1.2492638765142028,0.8994880311342666,1.8129711292429083,-3.7557720357629547,3.29948854017882,-2.8020358430194006,-1.3016330459810437,-0.12365813735313791,0.6360253759673273,2.254481670055725
