metric,study_margin,bias,ci90_lo,ci90_hi,boot_base_lo,boot_base_hi,required_margin,margin_ratio
mean_glucose_mgdl,10.0,-2.0978621126237784,-2.7425727114708867,-1.4531515137766702,-5.461718171258547,2.17657843215566,5.461718171258547,0.546
cv_percent,5.0,1.0130315196484494,0.81107682462999,1.2149862146669088,-0.04061261612834262,1.8131963850235846,1.8131963850235846,0.363
tir_percent,5.0,-1.5138980808392397,-1.728753443704247,-1.2990427179742323,-2.406814391313483,-0.5994071697861326,2.406814391313483,0.481
gmi_percent,0.5,-0.05018086173396067,-0.0656023392583835,-0.03475938420953783,-0.13064429865650434,0.052063756097163426,0.13064429865650434,0.261
tbr_percent,3.0,1.4219482122765,1.205869516680635,1.6380269078723648,-0.08087892252704941,2.5298531930830976,2.5298531930830976,0.843
tar_percent,5.0,0.09194986856274137,-0.13566760813576567,0.3195673452612484,-0.616637663714839,1.0567040486304662,1.0567040486304662,0.211
lbgi,1.0,0.2211923234481634,0.16751836557096153,0.2748662813253653,-0.15039815423136496,0.49260398127424115,0.49260398127424115,0.493
hbgi,2.0,-0.22814174779206717,-0.3386896508911761,-0.11759384469295826,-0.8174643795996602,0.45993956502565353,0.8174643795996602,0.409
